id,sale_date,sale_price,sale_nbr,sale_warning,join_status,join_year,latitude,longitude,area,city,zoning,subdivision,present_use,land_val,imp_val,year_built,year_reno,sqft_lot,sqft,sqft_1,sqft_fbsmt,grade,fbsmt_grade,condition,stories,beds,bath_full,bath_3qtr,bath_half,garb_sqft,gara_sqft,wfnt,golf,greenbelt,noise_traffic,view_rainier,view_olympics,view_cascades,view_territorial,view_skyline,view_sound,view_lakewash,view_lakesamm,view_otherwater,view_other,submarket
74456,2006-04-15,447000,1.0,   ,reno - after,1999,47.6832,-122.294,45,SEATTLE,SF 5000,STATE PARK ADD TO SEATTLE,2,79000,111000,1953,0,5100,1450,950,500,7,7,3,1.0,3,1,1,0,350,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,C
142133,2008-08-15,399000,2.0,   ,nochg,2025,47.5318,-122.3797,17,SEATTLE,NR3,GARDEN GROVE TRACTS,2,403000,269000,1948,0,5330,1180,880,300,7,6,3,1.0,3,1,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
186433,2009-06-15,590000,2.0,   ,nochg,2025,47.5846,-122.1184,47,BELLEVUE,R-5,LAKE CREST DIV NO. 01,2,858000,759000,1962,0,11560,3110,1710,1400,8,8,5,1.0,4,2,1,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R
84660,2018-11-15,1378000,2.0,   ,reno - before,2025,47.6209,-122.3233,13,SEATTLE,MR (M),HARVARD HEIGHTS ADD,2,638000,671000,1910,2007,1666,2350,950,500,8,7,3,2.0,3,1,0,2,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
117167,2004-10-15,424000,3.0,   ,new,2025,47.758,-122.3009,4,LAKE FOREST PARK,RS 20000,BIRCH LANE,2,386000,567000,2000,0,10233,2710,1440,650,8,7,3,1.5,5,3,0,0,550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A
110852,2011-02-15,155000,,   ,nochg,2025,47.7298,-122.336,6,SEATTLE,NR3,NORTH SEATTLE HEIGHTS DIV NO. 03,2,410000,82000,1950,0,6000,700,700,0,6,0,3,1.0,2,1,0,0,0,300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B
105000,2021-04-15,1210000,4.0,   ,nochg,2025,47.5848,-122.3841,16,SEATTLE,NR3,ALDINE HEIGHTS ADD,2,346000,647000,1923,0,3225,1920,710,620,7,7,5,1.5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
181463,2004-04-15,360000,1.0,   ,nochg,2025,47.4749,-122.2015,30,RENTON,R-8,RENTON CO-OP COAL COS AC TRACTS NO. 01,2,355000,443000,1906,0,13475,2160,1220,0,8,0,4,2.0,4,1,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,K
9447,1999-06-15,130000,1.0,   ,nochg,2025,47.2752,-122.2483,87,ALGONA,R-L,WOODS ALGONA ADD DIV NO. 01,2,135000,281000,1940,0,8021,1515,1006,0,7,0,4,1.5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
178531,2016-03-15,449950,3.0,   ,new,2025,47.3258,-122.1664,61,AUBURN,R5,BRANDON MEADOWS,2,216000,539000,2012,0,8191,2817,1127,0,9,0,4,2.0,5,2,0,1,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
168258,2019-11-15,585000,4.0,   ,nochg,2025,47.7018,-122.3361,6,SEATTLE,NR2,MERIDIAN AVE ACRES,2,481000,356000,1924,0,9233,2880,1920,960,7,6,3,1.0,10,2,3,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
30068,2018-03-15,1050000,5.0,   ,nochg,2025,47.7394,-121.9664,70,DUVALL,R4,,2,362000,1490000,1989,0,64468,6320,4600,0,10,0,3,2.0,4,3,0,2,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
28455,2021-11-15,535000,4.0,   ,nochg,2025,47.5551,-122.3588,18,SEATTLE,NR3,HOMECROFT ADD,2,327000,269000,1980,0,6420,1010,1010,0,7,0,4,1.0,3,1,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
156518,2019-03-15,620000,2.0,   ,nochg,2025,47.2258,-122.0706,40,KING COUNTY,A10,,2,450000,550000,1984,0,435600,2600,1260,0,9,0,3,2.0,4,2,0,1,0,720,0,0,0,0,3,0,3,2,0,0,0,0,0,0,M
7816,2016-09-15,551000,,   ,new,2025,47.7346,-122.2902,8,LAKE FOREST PARK,SG-T,12 DEGREES NORTH,29,250000,448000,2016,0,1252,1710,670,340,8,8,3,2.0,3,1,1,1,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
5254,2018-10-15,450000,2.0,   ,new,2025,47.3992,-122.1638,29,KENT,SR-8,FERN CREST DIV 01,2,207000,458000,2005,0,3969,2540,1090,0,7,0,3,2.0,3,2,0,1,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K
9848,2002-03-15,790000,4.0, 41 ,new,2025,47.5259,-122.1459,64,NEWCASTLE,R-4,RAINIER CREST DIV NO. 03,2,797000,1354000,1999,0,17405,3940,2030,0,11,0,3,2.0,4,2,1,1,0,840,0,0,1,0,0,0,0,0,0,0,0,0,0,0,R
130690,2000-04-15,697990,1.0,   ,new,2025,47.6291,-122.0089,35,SAMMAMISH,R1,CAMDEN PARK,2,886000,1842000,2000,0,16821,5340,1840,1670,11,10,4,2.0,6,3,0,1,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O
191766,2014-07-15,749000,2.0,   ,nochg,2025,47.586,-122.3828,16,SEATTLE,NR3,WALNUT TERRACE ADD,2,559000,645000,1910,0,6000,2700,1190,600,8,7,3,2.0,4,2,1,0,0,420,0,0,0,0,0,0,0,2,0,0,0,0,0,0,F
48710,2010-07-15,515000,1.0, 40 ,nochg,2025,47.5316,-122.1733,64,NEWCASTLE,R-6,OLYMPUS DIV NO. 02,2,713000,524000,1989,0,9083,3010,1380,0,8,0,4,2.0,5,2,0,1,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R
132176,2018-06-15,875000,2.0, 15 29 ,rebuilt - after,2025,47.6139,-122.3019,15,SEATTLE,NC2-75 (M1),RENGSTORFFS J H ADD,29,334000,388000,2020,0,623,1460,580,180,8,8,3,3.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
6603,2000-03-15,170000,1.0,   ,nochg,2025,47.6744,-122.154,93,REDMOND,NR,TALLYHO NO. 02,2,1080000,9000,1963,0,8632,1430,960,470,7,7,4,1.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q
22725,2021-10-15,2500000,4.0,   ,rebuilt - before,1999,47.6601,-122.1967,74,KIRKLAND,RSX8.5,BURKE-FARRARS KIRKLAND DIV NO. 07,2,152000,0,1918,0,20056,1490,1040,0,6,0,5,2.0,3,2,0,0,0,0,0,0,0,1,0,3,0,3,1,0,2,0,0,0,Q
809,2023-08-15,768500,5.0,   ,rebuilt - before,1999,47.6554,-122.3271,9,SEATTLE,L-2,LATONA ADD,6,136000,141000,1929,0,4400,1694,900,114,7,6,5,1.5,2,2,0,1,257,0,0,0,0,1,0,0,0,2,2,0,0,0,2,0,B
113503,2014-06-15,998000,,   ,nochg,2025,47.5336,-122.225,97,MERCER ISLAND,R-9.6,MERCER ISLAND ESTATES NO. 03,2,1200000,562000,1973,0,10200,2420,1520,0,9,0,4,2.0,4,1,1,1,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90858,2019-06-15,431000,3.0,   ,nochg,2025,47.2837,-122.2007,28,AUBURN,R7,RIVERWALK DIV NO. 05,2,180000,447000,1999,0,6221,2410,1150,0,7,0,3,2.0,4,2,0,1,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
37747,2008-12-15,1050000,2.0, 40 ,nochg,2025,47.6551,-122.0888,35,SAMMAMISH,R4,DOBB'S MILL,2,620000,1468000,1997,0,12077,4180,2750,0,10,0,3,2.0,4,3,0,1,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O
129625,2018-04-15,499999,4.0, 15 26 ,nochg,2025,47.4932,-122.2481,25,KING COUNTY,R6,SKYWAY PARK ADD,2,297000,297000,1944,0,6160,1220,940,0,6,0,5,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J
19644,2004-05-15,449500,2.0, 15 ,new,2025,47.7617,-122.278,4,LAKE FOREST PARK,RS 10000,LAKE FOREST PARK REPLAT POR BLK 02,2,435000,653000,2004,0,11500,2780,1200,0,8,0,3,2.0,4,2,0,1,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
60151,2024-06-15,930000,3.0,   ,nochg,2025,47.3009,-122.3407,54,FEDERAL WAY,RS9.6,RIDGE DIV NO. 06 THE,2,247000,633000,1990,0,10530,3670,1860,0,10,0,3,2.0,4,2,0,1,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
64047,2002-06-15,925000,2.0,   ,nochg,2025,47.6606,-122.2727,46,SEATTLE,NR3,PALISADES ADD,2,1139000,865000,1940,0,5000,3210,1510,200,9,8,3,2.0,5,1,3,0,190,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
160888,2015-01-15,335000,2.0,   ,nochg,2025,47.7551,-122.0724,36,KING COUNTY,RA5,COTTAGE GLEN ADD NO. 02,2,449000,222000,1977,0,9075,1120,1120,0,7,0,4,1.0,3,1,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
54783,2001-01-15,463990,1.0,   ,new,2025,47.5784,-122.0595,69,SAMMAMISH,R6,AUTUMN MEADOWS,2,412000,1011000,2001,0,7853,2850,1600,0,9,0,3,2.0,3,2,0,1,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O
129464,2024-05-15,1550000,3.0,   ,nochg,2025,47.6725,-122.402,39,SEATTLE,NR3,ERICKSON & HAGEN ADD,2,819000,574000,1946,0,4820,2570,1280,500,8,6,5,1.5,4,1,2,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
142387,2007-06-15,436950,2.0,   ,new,2025,47.4393,-122.3278,96,BURIEN,RS-7200,MANHATTAN PARK ADD,2,239000,460000,2007,0,9950,2040,850,0,8,0,3,2.0,5,2,0,1,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
142234,2007-04-15,625000,,   ,nochg,2025,47.5669,-122.0874,47,ISSAQUAH,SF-SL,MEADOWS AT LAKE SAMMAMISH THE,2,887000,417000,1977,0,8584,2370,1530,840,8,8,3,1.0,4,1,2,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R
139136,2015-11-15,250000,1.0, 15 ,nochg,2025,47.4585,-122.3535,49,BURIEN,RS-7200,GUNTHERS HIGHLAND VIEW TRS,2,295000,499000,1955,0,10160,2480,1240,1240,7,6,5,1.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
77726,2019-05-15,312500,,   ,nochg,2025,47.4931,-122.1863,85,RENTON,R-8,RENTON HIGHLANDS ADD,2,363000,109000,1942,0,6174,1060,1060,0,5,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K
198810,2015-03-15,414500,4.0,   ,nochg,2025,47.7186,-122.2356,37,KIRKLAND,RSA 6,KERRS LAKE WASH ONE ACRE TRACTS,2,611000,271000,1979,0,9450,1350,1350,0,7,0,4,1.0,3,1,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q
66400,2007-04-15,392000,1.0,   ,nochg,2025,47.7433,-122.2306,37,KENMORE,R6,VISTA LANE ADD,2,495000,242000,1961,0,10740,1060,1060,0,7,0,4,1.0,3,1,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q
166158,2004-07-15,264000,1.0,   ,nochg,2025,47.7248,-122.2289,37,KIRKLAND,RSA 6,BALCHS ALBERT EASTSIDE PARK ADD,2,471000,266000,1964,0,9514,1100,1100,0,7,0,3,1.0,3,1,1,0,0,460,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Q
188687,2000-11-15,1250000,1.0,   ,rebuilt - after,2025,47.5346,-122.2373,34,MERCER ISLAND,R-15,,2,3248000,3492000,2007,0,41915,7910,4420,3490,12,11,3,1.0,5,3,2,2,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S
150191,2007-12-15,360000,2.0,   ,nochg,2025,47.4342,-122.2844,24,SeaTac,UL-7200,ANGLE LAKE SHORE ACRES,2,251000,366000,1978,0,14870,1640,1480,160,8,6,3,1.0,5,1,1,0,530,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,J
163809,2021-09-15,657000,4.0,   ,new,2025,47.3251,-122.1648,61,AUBURN,R5,MARCHINI MEADOWS AT LEA HILL,2,216000,405000,2005,0,3600,2303,1035,0,8,0,3,2.0,4,2,0,1,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
65429,2018-10-15,299900,,   ,nochg,2025,47.3779,-122.3184,88,DES MOINES,RS-7200,HUNTINGTON PARK WEST NO. 14,29,132000,264000,1981,0,3052,1200,1200,0,7,0,3,1.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
181498,2011-01-15,870000,3.0, 40 ,new,2025,47.5942,-122.1183,67,BELLEVUE,R-3.5,,2,1127000,1434000,2008,0,21774,3920,1960,0,10,0,3,2.0,4,2,1,1,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R
112316,2019-05-15,633000,2.0,   ,nochg,2025,47.4989,-122.3705,49,BURIEN,RS-7200,OCEAN BEACH HEIGHTS ADD,2,278000,403000,1955,0,7200,1420,1420,0,7,0,4,1.0,3,1,1,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
128744,2001-05-15,360000,1.0,   ,nochg,2025,47.6835,-122.3625,82,SEATTLE,NR3,SALMON BAY 2ND ADD,2,631000,485000,1928,0,5150,1660,840,380,7,6,5,1.5,4,2,1,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
68411,2008-07-15,425000,2.0,   ,nochg,2025,47.6662,-122.3561,42,SEATTLE,NR3,WOODLAWN TERRACE ADD,2,673000,386000,1931,0,3000,1200,960,0,7,0,5,1.5,3,1,1,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
72464,2002-10-15,395000,1.0,   ,nochg,2025,47.5883,-122.2038,92,BELLEVUE,R-4,,2,1646000,326000,1948,0,9583,2860,1720,1140,8,6,5,1.0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S
89986,2020-07-15,805000,3.0,   ,nochg,2025,47.7592,-122.3556,1,SHORELINE,R6,BECKTON ADD NO. 02,2,361000,510000,1964,0,9200,2560,1330,1230,7,7,4,1.0,5,2,1,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
160067,2000-04-15,499000,1.0,   ,nochg,2025,47.4841,-122.0672,66,KING COUNTY,RA5,SOUTH FIRS DIV NO. 02,2,576000,757000,1988,0,60121,4540,1560,1540,10,9,3,2.0,4,3,0,1,0,660,0,0,0,1,0,0,0,0,0,0,0,0,0,0,K
101072,2002-09-15,580000,1.0,   ,reno - before,1999,47.5539,-122.1351,31,KING COUNTY,R4,HORIZON VIEW DIV C,2,97000,203000,1959,0,19432,2700,1390,1310,9,9,3,1.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R
106473,2004-06-15,544392,2.0,   ,new,2025,47.762,-122.2577,4,KENMORE,R6,NORTHLAKE HEIGHTS ADD,2,413000,714000,2004,0,7217,3180,1980,1200,8,8,3,1.0,5,3,0,0,770,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,A
9197,1999-04-15,266200,1.0,   ,nochg,2025,47.6677,-122.3265,43,SEATTLE,NR3,WOODS SOUTH DIV OF GREEN LAKE ADD,2,573000,267000,1909,0,3774,1150,930,220,7,6,4,1.0,3,1,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
21614,2004-05-15,455000,1.0,   ,nochg,2025,47.57,-122.3765,48,SEATTLE,NR3,WEST SIDE HEIGHTS ADD,2,649000,335000,1988,0,6337,2150,740,0,7,0,3,2.0,3,1,2,0,0,440,0,0,0,1,0,0,2,2,0,0,0,0,0,0,F
112234,2021-11-15,1270000,2.0,   ,nochg,2025,47.684,-122.3697,82,SEATTLE,NR3,GREENWOOD PARK ANNEX,2,608000,456000,1928,0,4500,1920,1180,0,7,0,4,1.5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
98625,2018-01-15,440000,3.0,   ,reno - before,1999,47.323,-121.9761,57,KING COUNTY,RA5,,2,60000,71000,1934,1992,62726,1630,990,0,5,0,3,2.0,2,1,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,4,0,M
129878,2001-10-15,340000,1.0,   ,nochg,2025,47.6492,-122.3992,11,SEATTLE,NR3,PLEASANT VALLEY ADD NO. 02,2,852000,459000,1953,0,6000,2700,1350,1350,8,6,4,1.0,4,1,1,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
66176,2019-11-15,820000,4.0,   ,miss99,2025,47.4529,-121.7451,80,KING COUNTY,RA2.5,,2,547000,575000,1991,0,189921,2470,1570,0,8,0,3,2.0,3,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,N
10075,2001-03-15,340000,1.0,   ,nochg,2025,47.5805,-122.3957,16,SEATTLE,NR3,WEST SEATTLE L&I CO 4TH PLAT OF,2,514000,228000,1912,0,5500,1490,610,300,7,6,3,1.5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
145012,2022-10-15,2325000,2.0,   ,nochg,2025,47.7158,-122.1135,72,KING COUNTY,RA2.5,CROWN HEIGHTS,2,669000,1194000,1989,0,35186,3430,1830,0,11,0,3,2.0,4,2,0,1,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
54402,2019-06-15,579000,3.0,   ,nochg,2025,47.5144,-122.38,17,SEATTLE,NR3,ADAMS HEIGHTS,2,382000,396000,1968,0,5320,1180,1180,0,7,0,5,1.0,3,1,1,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
112812,2008-02-15,500000,1.0, 15 ,nochg,2025,47.6338,-122.3528,12,SEATTLE,NR3,BIGELOWS ADD,2,911000,272000,1902,0,4650,2260,1100,400,7,6,3,1.5,3,2,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
2815,2014-01-15,247000,1.0,   ,nochg,2025,47.4972,-122.1773,85,RENTON,R-8,SUBURBAN HEIGHTS NO. 02,2,364000,186000,1958,0,9259,1050,1050,0,7,0,4,1.0,3,1,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K
41259,2005-08-15,370000,1.0,   ,nochg,2025,47.4998,-122.3755,17,SEATTLE,NR2,,2,765000,68000,1958,0,37500,1500,1500,0,7,0,4,1.0,3,1,1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
189057,1999-07-15,367000,1.0,   ,nochg,2025,47.3755,-122.03,56,MAPLE VALLEY,R-4,LAKE FOREST ESTATES,2,550000,552000,1990,0,14910,3270,1920,0,10,0,3,2.0,4,2,0,1,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
188901,2022-10-15,675000,3.0,   ,new,2025,47.2903,-122.1793,28,AUBURN,R5,VALLEY VIEW ESTATES II,2,211000,530000,2004,0,14536,2680,1660,0,8,0,3,2.0,3,2,0,1,0,690,0,0,0,0,0,0,0,3,0,0,0,0,0,0,L
167029,2006-01-15,815000,2.0,   ,new,2025,47.6659,-122.1728,93,KIRKLAND,RSX 7.2,,2,1002000,854000,2005,0,7210,2990,1440,0,9,0,3,2.0,4,2,0,1,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q
134552,2007-08-15,910000,1.0,   ,nochg,2025,47.7488,-122.1377,36,KING COUNTY,RA2.5,BELLMONTE PARK,2,596000,1126000,1988,0,28000,3440,1710,0,10,0,3,2.0,4,2,0,1,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
92596,2005-05-15,315000,2.0,   ,new,2025,47.5466,-121.998,75,ISSAQUAH,UVSF-1,ISSAQUAH HIGHLANDS VILLAGE GREEN DIV 42,29,397000,357000,2004,0,1290,1480,590,320,8,7,3,2.0,3,2,0,1,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
178489,2004-12-15,569000,2.0,   ,miss99,2025,47.5839,-122.0518,69,SAMMAMISH,R4,,2,498000,1023000,1998,0,12146,2961,1940,0,9,0,3,2.0,4,2,0,1,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O
190726,2005-06-15,278000,2.0,   ,nochg,2025,47.6911,-121.9178,94,KING COUNTY,RA2.5,LAKE MARCEL NO. 01,2,191000,257000,1967,0,26810,1050,700,0,6,0,3,1.5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
28290,2010-09-15,160000,,   ,nochg,2025,47.3144,-122.3229,54,FEDERAL WAY,RS7.2,NINELAKE PARK NO. 01,2,135000,296000,1960,0,8400,990,990,0,7,0,4,1.0,3,1,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
100163,2020-04-15,925000,2.0,   ,nochg,2025,47.6698,-122.3327,43,SEATTLE,NR3,KILBOURNES DIV OF GREEN LAKE ADD,2,603000,409000,1914,0,3794,1370,1010,360,7,6,5,1.0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B
112903,2006-08-15,372733,3.0,   ,new,2025,47.4392,-122.117,60,KING COUNTY,R6SO,TROVITSKY PARK DIV 02,2,228000,450000,2004,0,5194,2230,870,0,7,0,3,2.0,3,2,0,1,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K
180472,2015-05-15,650000,,   ,new,2025,47.6031,-122.3066,15,SEATTLE,LR2 (M),DEANS ADD,29,334000,553000,2014,0,1675,1320,530,290,9,9,3,2.0,3,2,0,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
170636,2004-07-15,235000,,   ,nochg,2025,47.7754,-122.2585,4,KENMORE,R6,TORCH LIGHT HILLS,2,509000,66000,1961,0,9697,1010,1010,0,7,0,4,1.0,3,1,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
88986,2002-09-15,325000,2.0,   ,nochg,2025,47.6582,-122.3991,11,SEATTLE,NR3,LAWTON HEIGHTS ADD,2,605000,223000,1942,0,4800,1490,890,600,7,6,3,1.0,2,1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
146321,2019-05-15,420000,,   ,nochg,2025,47.5112,-122.3159,23,KING COUNTY,R6,GLENDALE COUNTRY CLUB NO. 01,2,216000,395000,1956,0,9522,1780,1780,0,7,0,3,1.0,4,2,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
137859,2016-02-15,695000,2.0,   ,nochg,2025,47.5283,-122.1725,64,NEWCASTLE,R-6,OLYMPUS DIV NO. 03,2,732000,625000,1990,0,12236,2970,1320,610,9,8,4,2.0,4,2,1,1,0,760,0,0,0,0,0,0,0,2,0,0,0,0,0,0,R
143390,2004-02-15,276420,,   ,new,2025,47.6786,-122.0338,71,KING COUNTY,R6,REDMOND RIDGE DIV 10,2,434000,622000,2004,0,4000,1690,870,0,7,0,3,2.0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O
171678,2019-07-15,675000,2.0,   ,new,2025,47.5361,-121.8796,75,SNOQUALMIE,MU,"SNOQUALMIE RIDGE PLAT 7 PARCEL ""N""",2,446000,519000,2002,0,4991,2610,1330,0,7,0,3,2.0,3,2,0,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
164774,2003-06-15,189000,3.0,   ,nochg,2025,47.4952,-122.2279,25,KING COUNTY,R6,BRYN MAWR ADD,2,297000,178000,1947,0,6120,980,980,0,7,0,3,1.0,3,1,0,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,J
